,resource_state,name,distance,moving_time,elapsed_time,total_elevation_gain,type,workout_type,id,external_id,upload_id,start_date,start_date_local,timezone,utc_offset,start_latlng,end_latlng,location_city,location_state,location_country,start_latitude,start_longitude,achievement_count,kudos_count,comment_count,athlete_count,photo_count,trainer,commute,manual,private,visibility,flagged,gear_id,from_accepted_tag,upload_id_str,average_speed,max_speed,average_cadence,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,pr_count,total_photo_count,has_kudoed,suffer_score,athlete.id,athlete.resource_state,map.id,map.summary_polyline,map.resource_state,average_temp,average_watts,kilojoules,device_watts,weighted_average_watts,max_watts
20,2,Leaves at Dale,13038.9,3396,3411,94.0,Run,0.0,4167512956,garmin_push_5648888665,4458928454,2020-10-08T12:21:32Z,2020-10-08T08:21:32Z,(GMT-05:00) America/New_York,-14400.0,"[42.338745, -71.169413]","[42.33859, -71.169424]",,,United States,42.338745,-71.169413,0,15,0,1,0,False,False,False,False,everyone,False,g6765179,False,4458928454,3.839,5.5,81.0,True,148.4,168.0,False,True,68.7,40.2,0,0,False,45.0,7446327,1,a4167512956,chlaGzgkqLAKWY[Qc@EIQ[uAe@kC]{CWuCKcCUuDEqBEa@@qCHuC@gCFiA?aATaHLYEa@HcAVeBPkBX}AFm@Ps@xA_EZmAnAsCXs@Ng@VoADGB@Vn@PPf@FxABt@GtDoAhBQh@BbAPjCn@n@\tBp@v@f@jAbAn@t@b@nAt@tA^x@XXLPZ`ARJPKFKJaAb@oAp@_Aj@_An@{@rAqC\mAFa@Dq@Cg@?YQgBAeC@m@b@sC|@wDBgBHy@fCkHVkAHo@b@oBHi@^sA`@wBd@cAl@mB|@aBl@eBHY@_@?mAJc@NUPU\Q~@cBj@i@d@[fBoBp@g@NWb@gAlBwC\c@pAoAd@k@~@{@`@SLBFNBPAXGn@W|A@d@DLp@~@hBhBPZTdAHN`AFbBYh@Fx@Br@Rr@d@d@f@|B|Cz@pAbAnA~@b@nAr@x@NfCKr@SdBiArA{AdBqAXMZG^QPEh@D~Ad@xDxA`ALf@?ZErAo@lAc@pCu@`@ERBJFj@n@RFjAg@bBi@XCr@D~AYLDHJd@hAPHjBwARIn@Gf@S~AqAl@q@j@W`@HLTDd@BfCFVN@vAk@\[Xi@hAaDX]RCp@Bp@Ir@@p@LNG`@c@TCPJIr@cA|CIJQJe@BQFkBvA}@d@QP[r@i@|@g@jAqAhC_AzAa@d@kAn@[?WQq@cA_Aq@UC_CxDAN?FVp@RhAVd@Z\NR?RIj@?v@p@jDH`ADdAK|Ao@xC_@vBGjAWdCIzAAjBSnCBf@PhAZpAVvA@b@Cv@_AfEcAzGe@lCi@xB_AnB}A~Bg@~@kBvESt@UpAg@pAWZg@`@i@n@iA`AcAbAeAVcAHs@?mAK{A[_Cw@mAk@mA_@w@Mc@AiEMkA?cBBgB^_AHuGKuBMeDT}Be@aA[q@?_ANo@ViBfB}AnAaAh@uA`@q@`@UTc@n@[V{AXaAHsAb@WBg@?q@I{@i@c@KS@uBn@}Al@cAn@a@\kAbB]t@]`AcBrDaCxI[v@a@xAw@~Bo@~@eDdEk@`@s@r@UJm@Uy@k@sAgAi@s@e@a@UImBKa@]_AW[c@e@mAQS{ARaEhAs@?UGeBaBk@u@u@{Aq@_BOg@Ko@BCf@Jr@n@`@V,2,,,,,,
21,2,Morning Minuters w/ Q,13820.6,3532,3908,103.4,Run,0.0,4163129541,garmin_push_5644358100,4454271423,2020-10-07T11:57:31Z,2020-10-07T07:57:31Z,(GMT-05:00) America/New_York,-14400.0,"[42.338201, -71.169199]","[42.338749, -71.169269]",,,United States,42.338201,-71.169199,2,21,1,2,0,False,False,False,False,everyone,False,g6584207,False,4454271423,3.913,7.4,81.7,True,149.7,176.0,False,True,55.9,2.4,0,0,False,51.0,7446327,1,a4163129541,wdlaGnfkqL`@VL@FMEs@IY][OUi@mAa@wB[_AQmB[cA_@s@[GyARgA_@_@JwB@e@Le@?u@Eo@U_By@aC{AyAuAcAmA_@WoCwAiAq@c@a@kAmB]YkDuBgAm@iCgBuCaBiBu@w@e@wIIkBKsB?]Bq@VUNK`@AfAKnBB`@GhAENMDsFk@iDo@}@KODKJUh@SbAKDeBSu@OQBYN[AmBe@a@a@a@D]OqAPENN`BBpBCzSEnFGxA?fBSlF?hDIdBEhJE|AIbB_@fEOz@[fAc@jCMfDO`BOt@K`Ac@nBGj@g@vBSrAq@fCi@~A}AxGe@bAc@`@W^_AXoD\aCp@mAj@qAv@i@`@QR[j@c@nAKt@INOEs@m@IQGa@C{@Jo@T{@Ze@bAy@`Bu@x@YnASjA]dASbDc@f@STQPYVq@\_BNkABiBBYJY\c@^yAl@sDTuB`@wCNoCKkA@iBEwBo@uEIqBSuCEaAOiAm@gCo@kBoA_DwAiEaAgCG]e@wAEa@b@_DVoARk@l@kAr@s@zBkB`AoAbAiCn@uB~@kC\kApCmHPSF@RXr@hBZnAJrA?vECbCBdBClA?nBEhDK|@Ju@DiABsJBwB?kBGiCEk@Ie@?MVUTAr@LJEDFRFN?fAVt@J\?XQNA`@N\FRJ`ARHGViAHm@FOPGhD^hDl@x@@bC^DOFcBKcB?kBFMHIlA_@hGE`CRvDDj@AHPp@RbInEdA^v@`@VXVNRT\Td@T~@v@v@xAn@x@`Al@jB`AtA~@b@^b@h@fA`ArC`BhAh@XTXJb@FjDJx@H|@_@j@Eb@On@IRSNa@fAZl@EZ@VMVg@ZUPSPGRCTZTMf@IzA?b@UNMFU?mBBWNe@LKTIr@ARGHMHe@LS|@c@JM@GEW[u@y@Ko@]oBmCm@c@}Ae@SWO]CQA]@[D_@f@aBfAcDF[@]C[Yk@a@a@[K[@[L{@|@KDO?a@OQMU]GYEu@Fw@j@eBt@eDRm@XyA?i@Kg@s@_BI[A]XoA@a@EQKJQp@s@zBk@pAYb@_@vAe@pAW`AUh@YzA?LYpBUfA?l@OhAMf@Cb@?ZI`ABh@KlCE~E?tBOpEBl@DvFNxCZpC?XBb@b@dCr@nFVx@f@Br@`@,2,,,,,,
22,2,AM with Q,9232.1,2507,2722,83.1,Run,0.0,4158400431,garmin_push_5639493998,4449275778,2020-10-06T11:58:13Z,2020-10-06T07:58:13Z,(GMT-05:00) America/New_York,-14400.0,"[42.338749, -71.169311]","[42.338174, -71.169357]",,,United States,42.338749,-71.169311,0,17,1,2,0,False,False,False,False,everyone,False,g6765179,False,4449275778,3.683,9.8,80.6,True,145.1,174.0,False,True,80.3,40.2,0,0,False,24.0,7446327,1,a4158400431,chlaGfgkqLMUGUA[BQFMLIZKNBFG@ICUMc@GoAGe@[qA?g@MyAGPGBWcAAUBs@ToAIMCYDGDi@Jy@DMNWJe@LSJEh@ML?HCh@GZKXOPURQj@UVCh@BP?nAQdBq@dAo@v@m@NSTg@X_@pAm@jA_A^g@Tg@Lk@X_BX_A\eAfAqCf@iA\e@VQtBsBTWJSZ_ANu@DcACu@Vh@XXPBRIHIDOFu@Jg@HS~@gAXg@TS^k@^s@X[H]x@uBRy@@qAKkAMoBAe@HeB?aABOJWFc@Pq@RkATm@De@@kAPkAXu@R_@J_@Zq@r@uBFo@\aBV}@TqAf@eBPYD_@DYd@gAAILe@^gAb@aAt@qATk@Lo@EuADUN[Ha@TIL?r@RNJZb@p@jAl@v@Xd@RLXHh@GV@XHtBzAZXHLTr@zA~Cl@vAr@rAH|@@nAH~@Ln@p@rBf@fBZbB\bAZ`BDl@?zAKfBG`@[dAe@nAW|@WlASnAe@zAIr@Db@Rr@Xn@XdAF|@MpAExCYdD@bAGpB@THHRBf@EdAWnBKlBL`APVFNJlA|Al@f@p@\xAd@RTLTJRF\Jx@Dz@Jz@?pAh@tBXl@PV^Zb@Xh@j@x@xAZr@Nh@PbB@d@QvCGj@Mt@m@hCKdA_@~Ac@rAk@tBMTUv@_@d@IZAFGXO^Kf@a@rAe@jAIFQ@s@MqAY}@e@{@s@e@MgAKYOUWK_@i@wDKwAA_AKyA@e@Is@?k@Mq@M_@Q{@E[?o@CWg@oAk@s@Sc@]a@c@s@g@sAUe@Q\KJEBGAWGQHUDa@`@_@VQNADo@`@w@T]RUPELSN[XSZ_@Tw@LiAJkAh@]Fs@Ba@ASIa@[YMYIUAYBe@NmBt@c@NO@MCm@[ICuADKAQGs@o@aAg@K@e@XY^MF_@HU@KCu@[GAg@BqAVU@]Cw@Qm@CM@YJ_An@g@ROCw@a@K?KBw@z@Ol@A`CBnAGv@@p@DLB\EVMNu@Zc@TcAP]XM@UC_@Sq@_@QQS]K[Ke@k@cBUmAMSIA_@HaAb@]JO@MCKa@S{A?YOyAQWX`BHv@Nz@NjA@TIt@EzAGb@IZa@bAOl@Wd@QTINCP@ZCLCDC?YMIIKC,2,,,,,,
23,2,"CV19 Negative, Fall Colors Inconclusive",17988.7,4516,4801,114.5,Run,0.0,4156087690,garmin_push_5637124661,4446830131,2020-10-05T20:21:04Z,2020-10-05T16:21:04Z,(GMT-05:00) America/New_York,-14400.0,"[42.338771, -71.169144]","[42.337951, -71.169482]",,,United States,42.338771,-71.169144,13,26,0,1,0,False,False,False,False,everyone,False,g6584207,False,4446830131,3.983,6.0,80.9,True,150.3,186.0,False,True,55.8,2.2,0,0,False,68.0,7446327,1,a4156087690,ihlaGdfkqLmAYuAoEo@_Fc@sIMcEDmFNoJAsCJ_D`@gCFuBL}@fCmJjBsEtA{FVeC\i@`@W~BkC`CwDp@s@Py@HsBm@gE]cBm@kFkAkHg@sEiAgEQmBCuBUy@MqABMZMO[Ow@a@iCq@oFkCcLk@mHsAqIGuB@}MUuGKy@w@aDMeAk@gBsAkD?_By@sDqBaHK}AWcADs@a@sCeAsEg@yEw@gEBs@iAaC{@gDEWz@WiA}CqAiFe@kDB]wAuFQsBa@qBYeAaAkBg@uCg@mA]qBAm@a@sAEsA_@gB@wBMoAkA_ESwAD]TW`Bc@rFgCrAQz@kAl@cAbBqBz@{AbEoD`CiCbAwA|@oB`@_BH{A_@iBm@iAcAiAgAgB{A{Hi@wAw@cAq@c@_AG}BLo@SQo@OkDMkAW}@Uc@q@UoDEaAH}@\gACGs@Bw@Jy@f@uAh@i@lA]`A@|Bl@zA`ApC|@dA@pA]tA?fCn@fAx@^f@X|@XlBNxBv@lCz@|BPhAXz@dA`BjAr@~@|@^f@Nj@?vBMx@eBhEwAfCaAPaAx@]t@a@vAw@bAkDjDuBnCi@@_A}@OAsCpD_@jAB\Xd@Wh@F`@~CdGrA~AvBrBNZ^pCbAvBb@nARdA`ArBv@`AjA~@zIx@xDbAnAIpBu@^Ux@qAb@c@fA[z@Db@N`Az@dG|In@xAdElDXFrAI^Fj@j@nEzAfBbAfA^fDpB`A\|B\fEHz@Lj@Cv@_@t@T`AD`Bn@~@DjCv@b@b@Rp@CvBRbCXpA?zAEr@a@h@i@\q@?p@PbAKz@v@LTDZKf@m@nAuCdE]Hu@Iw@P}@\iA~@iBvDo@fBkBnAu@x@gAx@Uj@_@d@Ut@gCtDBX|BnGThAJbCDnEV`CDfCJp@|@vAX~@HpCZtAb@f@zA\NVBx@Y`CStDBp@t@dFN^f@d@|@b@nAnAd@t@Bx@wAbFmDzFe@pB?tCOt@GfAa@|@WbD{@bCoDfHs@tCmAhGiDbLEZBfAkA`FObB^nHSzAoA~DiBfDwAhBk@tCs@~Aa@xAe@`AcDnD}@~AwBnFo@nAe@rCq@p@w@VwBrAKbB[xAWjCc@`Ci@tAo@v@AlAV~A?|@N|AEf@WVsCtA{Ab@u@x@u@^GNEt@KJ,2,,,,,,
24,2,Up down up down,28701.3,7106,7499,451.4,Run,0.0,4146128104,garmin_push_5626664855,4436271343,2020-10-03T13:47:12Z,2020-10-03T08:47:12Z,(GMT-06:00) America/Chicago,-18000.0,"[36.048275, -86.88544]","[36.048556, -86.885401]",,,United States,36.048275,-86.88544,19,33,8,1,0,False,False,False,False,everyone,False,g6765179,False,4436271343,4.039,6.1,81.7,True,157.7,180.0,False,True,284.4,145.0,3,0,False,174.0,7446327,1,a4146128104,o``{EzyhqOyEQkIoAyDUkKtAm@EiA{@kDv@mCQsC{AsAuA{@iB}@c@{@HiBv@}BwAcAOwFzBe@|ASxDHvAv@d@pBg@FVsExF}@tBFv@f@d@rANd@XnA`DzA~ALx@a@nFNh@`GfClHzITDj@c@rBtAnC~CRn@@xAl@v@_HsA}HZ[b@eCzG_C`B}@bC]zB]?^yFhAyDWi@{@UaABu@ZuAbD{Av@s@`Ce@^i@EiB_Bk@wA?iA|@uDGgCg@eAaBWgFb@oA]_Ag@u@iAa@eAc@cDg@m@k@S_BDeF{@sCsB@s@f@s@|CY^q@_@m@sFk@q@s@PwDWeDx@cCB}AGy@q@}AaA[oAJqDxFcEjAm@SyAoBIaAb@y@v@GpAdAf@s@ZuAAqAqAmDC}@Ni@RSpCUp@{@Fk@gEaCq@iA@gAh@iA~@w@Hi@c@_@sBWeC{EScE[_BTkC[cAe@Se@FgAlAAr@fAzD?dBm@`EoBhBuCo@}AfAk@Ls@k@{AcDe@a@mADkBpAgD}AOqAToAx@u@fCg@|@sAbAcDHcA{A_EFoBj@gCn@kApC{@f@eAuCgFuBgG_AeA{@a@kALmAh@}CVWZGl@Hh@lAnCIdBm@z@eAr@uAVe@MAuCOoCrAoDPuFa@mEJmBKs@Ri@Cc@mAuD_DyCmBeA}I}HBWgF{Dkl@ui@gCsAwJQuERgXH}a@tB}GuA_JwC{KsFyC_AoDUe[n@_@UvUw@tH?zEhAjN~GdQnE|b@aCxd@KfCDlA\nBnAd\jZhCtCfPjNzOnOzD~BbAHjDe@lKbCrA`AtArCLnGnCL`DWDRQ\{Ab@uFhDq@@gBeAUDdBtBx@f@z@F~Ci@lA^vAxBlBhAb@fAn@l@dElAJ`@HtBtAxA`B|CrElBDVO^cCjA]n@AnCy@lDRbAb@f@dAh@hA@hBy@dBcBtDiCz@DKv@kDxAWj@PpAlArDEr@q@jBNZxAXnAfAPCFe@]gDPeA|CeEz@gCzAwB`A[pAF~BpAvB^jA}@d@{AoEiCgKyByCcBiDy@qG}EuAiCiAk@B_@xJKpIlBzFeA`BDnF`BrBnBfCIfCNxCxEj@^pEKdAXdAzA`BxG`B~@zA@vC{ApAHr@fAfBxKb@rA~CdDx@xBExAoBxE_@hAHPjBUhAd@lBH`Ey@|DIdCL~E~@`I^,2,,,,,,
25,2,Horses,13263.6,3699,3899,239.2,Run,0.0,4142816393,garmin_push_5623173000,4432756829,2020-10-02T20:47:52Z,2020-10-02T15:47:52Z,(GMT-06:00) America/Chicago,-18000.0,"[36.056395, -86.896825]","[36.056231, -86.896253]",,,United States,36.056395,-86.896825,0,17,1,2,0,False,False,False,False,everyone,False,g6316996,False,4432756829,3.586,6.5,80.8,True,149.3,168.0,False,True,262.9,186.3,0,0,False,55.0,7446327,1,a4142816393,mga{Ed`kqOAe@Os@_Ay@_Bu@BQJEb@eAbAXt@v@lAv@nEjEj@Vd@C^O`BgAXYTu@Jw@EeBUs@a@s@qKqOsJyN}ByCoAeAuAa@aBMkC\cAv@KCA[_@h@i@DUIaCgBk@s@e@iBOaBAuAEOKCo@`@kAxAsApAa@RQ\DR~@t@^h@hALn@`@Tn@Dn@Lh@Xj@`@f@Tn@?RW`B_@dAY^m@@iAj@gBAk@QiByBOm@g@kAYaCk@wAaAmAaBgAUPIh@IPIBcCuB{Am@g@q@Mg@@eA^oBjAsCN{@@g@EOi@W_A?u@UUUSaA]Us@SoBMo@?k@P]d@O`AKR}Al@QGaAuA{A_ByAiC@UFSvAkAZk@?S{B{@w@k@}B[uAm@}@Si@YqBeB}@UKSAWHiACy@o@gB?gAGiAs@mAw@a@sAOi@X_AL{@KSF]j@AXHZn@`@|@nAL`A?ZS|AIxBI^[VmCf@i@^QBcA_@{A{B{@Y_@@cAZu@|@YNeAIu@c@S]G_@BcAFWpA_BtAm@TWDc@[sBCs@e@s@?kAI_A{@yCCu@TsGIqAYsAImAo@iAk@u@oBwAUU[i@Aw@DYbA{CJ_BRu@|@_BFc@`@SbAIbCD~@Ej@Hv@d@z@v@dBlAT`@d@ZnB`@vAI`Bb@\\Jr@ARCLWP_APMJ@BZTnA^pAiARCPHHJBXAvAnAlBV|Ah@dAtAKlAi@XEPJl@v@JDjAMxDRjEObI~A^@\MFUOuBRs@b@k@t@o@dBk@h@c@t@Cx@L~@a@dAWl@@x@NzAx@^j@Vx@FV@d@UhAw@v@Yp@CTHnA_@\IPHr@f@z@JbAJLl@UbAIrATl@Zz@nAZx@R~@@fAWtAe@`@m@F{B?iAT}CNBLf@^L`@`@f@Jh@E\IJ_ANMLGVR\v@TxAz@`ChA~AlAjA~AZ~@@b@sA~DATFPpAAtBFd@OhBeAr@Ub@At@Fd@VNXVzAVZb@Oz@k@d@If@\t@`APl@@r@KNo@IKJE`@Wt@Dl@?rAMxA_@tAi@j@c@LyBRu@?{ATiBK]FM\CdA^`E\j@jD|B^D`@ORa@F?@XT^zKdYn@tAfAnBrCxDlEfF,2,,,,,,
26,2,CEO,10403.1,3020,3045,196.2,Run,0.0,4137002284,garmin_push_5617025007,4426568314,2020-10-01T12:09:11Z,2020-10-01T07:09:11Z,(GMT-06:00) America/Chicago,-18000.0,"[36.057396, -86.885369]","[36.057234, -86.885617]",,,United States,36.057396,-86.885369,0,18,0,3,0,False,False,False,False,everyone,False,g6316996,False,4426568314,3.445,5.2,81.2,True,153.1,167.0,False,True,279.0,201.6,0,0,False,57.0,7446327,1,a4137002284,uma{EpxhqOEIQIiB[cA[[Yk@}@aAeAa@Dk@MIJOn@OTLv@@j@[|Bg@nAOV]XgBb@_DZ}BKqATy@\aEbECJDRf@f@ZR\d@nAPTLNRL^Fp@J^Vh@f@j@Rj@@p@MjAc@dAe@b@g@@eA`@{AHy@Q_Ag@_@]Wg@Ww@SoAW{@Q_Bm@_BiB{Ac@YSEa@BMHIXE^MDgAwA]Wa@Ku@e@]k@Kq@?o@R{@LoAn@wA\uABe@ES_@W_AE_A[SUa@oASOg@KmAAu@Ga@Bm@RSVKXEb@QXyAr@SEi@}@mBaBYe@Ww@k@w@EOAIBW\a@JWt@m@F_@CY_@I{@[_CqAi@MgAGqBYe@QaBiB]U]IMKEMCg@RwAEk@Sg@g@u@Ca@Fu@Ky@g@}@[YcA_@s@KYD_@Rs@P[@m@KMF[^ETBXRVl@\v@tANf@Fx@]zDMR_@Zu@^s@JkAl@ODYCWIUOq@eAk@o@sA[_@De@Lm@t@g@Zy@Go@a@GMG]?{@Fo@HYZ]Zk@~@[NQTcAMoABs@Kc@Ya@EU?g@ImAg@iA]_B?k@Fg@C}AJgABo@[yBSsC]y@aAoAi@Yc@c@g@OYYQc@?cARaAl@uBVsAZ_A\o@Ng@NYf@WlCKx@HnA@ZD^Nd@Z^^tA`A^b@Vf@b@\fB^tAEpATb@PLRFX?^CVQJwATML@FNJr@R\TJ?NC\e@`@YZGLHHJFZAz@BNp@x@R^Pj@b@zBFLFBpAE`Bi@f@LRb@PHpACpBLhC?|DKxCb@pCt@ZKRUIaBFm@Lc@d@s@z@}@VOfA[p@ElBHt@Y|@OtALx@Xv@j@p@tABRAv@Qr@QVo@h@OZ?VLj@@VGP_@XAJANLt@f@dAHv@TJ~@SdAAd@HdAb@z@dAh@pAD~AGz@IZQTu@b@c@JyB@_BLk@Au@L?F\XNb@Xd@FTB^GVGHc@@UJK\BPxAf@`DzAh@h@x@j@l@p@v@jAP~@?h@aAlCEn@HJ^LjBPdA@PGj@i@r@c@z@Qf@Ax@Fl@RJXBb@Hh@RZf@K~@a@ZET@f@^Z`@Ph@Jx@Zj@d@f@t@l@dAfAbCz@p@x@XP,2,,,,,,
27,2,Moonlit golf course,8155.6,2186,2206,117.8,Run,0.0,4135233167,garmin_push_5615130500,4424666710,2020-10-01T00:14:47Z,2020-09-30T19:14:47Z,(GMT-06:00) America/Chicago,-18000.0,"[36.048158, -86.885346]","[36.048525, -86.885432]",,,United States,36.048158,-86.885346,0,14,0,2,0,False,False,False,False,everyone,False,g6267076,False,4424666710,3.731,5.2,79.5,True,149.8,172.0,False,True,215.4,187.1,0,0,False,32.0,7446327,1,a4135233167,o``{EjzhqOsAC}AMi@AqASaAEsAWo@OsAU{AGwBAeBFiDr@k@FaA?QK[c@?I@EfCkCtCoDZ[\Q^Yp@y@R]FWLs@?]KM_@I{AIkAQcAUqE{Ao@a@IAm@Be@IGGGOA_@@u@Da@XmBVmAL_@Fi@Cg@g@oEGMU[KSg@yB[y@U_@]Qi@M_CWy@?s@QGK?OHi@LSd@KLApBPh@Eb@?h@@d@FdCd@rBf@lB\hCr@^Nv@Pd@Cr@]j@QJBDJHv@?~DGf@BL`@tA@pA@JHHN@r@_@h@KnBKZEdAk@ZYP_@Lq@ZqBFWFKPKL@JDNP\fABf@u@fF[dDq@hFIlAKnGEj@If@?PBVRr@?PIz@?VJrAALGD_ACc@?kATQ@Y?k@GwA@eEVSDg@Ta@HOHe@f@i@TCDG^@VHHD@fDh@~BPf@@f@ElA[r@U\SHClAMVBBLA`CElAO`B_@xAEVBTT\DNBX?h@ENCBu@NoB@}@IiACwA@WFiB`AWHk@J_AHcBEcADUAsA[cBW_Bg@GK?QHa@AM}@Qa@EgDOgBB{@FgAj@}@Nc@PM?MAKEIGKQOe@c@}AC]AkA?KFIPA\FVP\ZTFpBEd@@bBErDAt@CtD]lAGhABp@ML@d@\d@LdBVpCRTB^Ln@LxADdA@bCJf@E\MNOL_@Ns@HkAFgENcAFKRCRBdB\t@?pDN,2,,,,,,
28,2,Nice fall franklin w/ dan,36996.9,4101,4126,290.0,Ride,10.0,4133586870,2167552a-471f-49c6-9ac2-325a8af81efa.fit,4422947564,2020-09-30T16:04:13Z,2020-09-30T11:04:13Z,(GMT-06:00) America/Chicago,-18000.0,"[36.049545, -86.885529]","[36.048201, -86.885523]",,,United States,36.049545,-86.885529,13,17,2,2,0,False,False,False,False,everyone,False,b2472660,False,4422947564,9.021,14.8,,True,145.6,169.0,False,True,215.8,161.8,5,0,False,55.0,7446327,1,a4133586870,u``{ExyhqOuEOY[NqBV}Hf@uIL{CRgCv@mPZ{EVqG\_GPqBZeCf@}CjB_K|@wF~@kE`AyFrBkJt@cEJWRKTDTNxLlJzFxEzG|FbBnAjExD`EbD`]lWdHdFdD~AnDzAnL`D~C`A|At@tBxArBjBrCjDhArBlDbHdAfBdE|GtBjClGpHxErE~FbFvA`A|Ax@xDnAhCd@fGb@bPv@rD@dCQbCa@xBm@tJuDxTcIpDkAzA[|AOrCIzABjFn@nNbDjObDjAZxAj@hB`A~BbBpD|CdC~AvDfBzBt@dEz@lCXrCJjEGtBSrB]lOgDdGcAdIiB~AWdQ}DxBm@zCiAzCcBfKyHbCaBfBq@lBa@rBOrAF~Jv@`P`AzEb@hGZtEDrI]fCYtDm@dDu@xEoAnFeAzQkCvo@{KnOuClf@kIrEeA`JeCdE_B\AJJJb@qAtSMpEk@rLi@bHMr@Sp@s@hAu@j@oFrB{Br@aFjBsAj@k@f@W^_@x@Uv@M~ASbGcAvS[vIYzCIjBu@nK_@nTIvBKh@IFYBsFQuIm@{IY_DS_FDkVgAiIU_Jk@qDMo@FMJGNGf@y@|SG^UVo@FkJ{@kIi@[@WLK`@iA`KgCrRWjAm@nB]r@s@v@a@p@aBlE]p@uKxRyAhCy@hA[Zo@\oBp@m@A_BUs@Jk@\eBzAi@ZmDJmDR]DYNIJG`@GdF@rDGd@GPUXk@R{El@mATi@Zs@p@}@zA}ItQ}F`LSFUIcHiGSKSFIXG~@MzDw@dQKn@QVWDs@EeR}BoHs@oIeAyEc@e@?mDdAaAf@cAfAmBzDYXc@T_AHqJa@}CSs@?a@Fi@\WXi@v@yAnCc@h@cCpBuCfBsCjA{JzA_BPqGCcEUeDq@sHqCq@]_Au@wGcJq@g@w@UsJq@qGcB{CQiBWeAUaBi@s@A{AZsALuDBq@E}A[}@[{@o@}AwA{@e@gDqAwA_@qLiAoFYcNuAiIs@iDUiFO_TkBe@S}@_Bq@i@cASgBKKUKiEMoB{A{M_@{BM_CA_ADwA~@kSA[EKkBg@ePsFqFuBkGwBeAi@s@i@o@q@_AoAYi@kAuCo@iAg@o@sBiB}MiKaAeAc@w@wBqEsAcDsBkFiAcBiB}Ak@]cA[cBUwDMeOO_CUoBi@iBeAgB{AmTeUcCsCE]Hg@dHkZT}AHgARyGJ}ANQb@G`AJvBFt@L^AZU^eAPgAFqBWqG?cAj@aI,2,22.0,201.0,824.1,False,,
29,2,Dethroned 👑 ,16106.0,4224,4528,200.1,Run,0.0,4130653325,garmin_push_5610347692,4419800671,2020-09-29T22:43:20Z,2020-09-29T17:43:20Z,(GMT-06:00) America/Chicago,-18000.0,"[36.063441, -86.901901]","[36.048112, -86.885335]",,,United States,36.063441,-86.901901,5,21,1,4,0,False,False,False,False,everyone,False,g6765179,False,4419800671,3.813,6.7,81.0,True,141.6,181.0,False,True,268.1,171.3,3,0,False,45.0,7446327,1,a4130653325,osb{E|_lqO`BdDjAhDf@lBHHXEzAeA~@mBCOWYgCuAcB{As@aAgAeAQq@}@kA_BuCqCiE]Y_@w@YyAGaA@o@F[bAoBXuAVcBEi@MQsC]UDANTtARtBE`BIXMFs@Jq@C[Ka@g@a@mAOmACy@UmAIQGASLKf@QXcBbAqCvBuBvBCNJTrF~C|ApAhDrBjCnBvFxDx@\`@d@tAx@b@^`@n@n@zAhBdFd@fBN?lBkAv@aBA]DIxBh@h@f@Nx@CjABVTb@RnBZhAGtADpAKNSDsAEZFnADCtDJxBV`BFjAIhCG^BvA`@fBDlAThA@\f@hFJb@Xn@H|@Vt@P|@NtAHbBd@zEB~@`AdGJTbBj@zAzAtAh@~FVr@MlACpFXdAIhBL|Cf@nBHp@G@UOk@I}@CaBS}ACiADW~@cD@iAiAeAYK[CuAF]EGKGiA]gAF[fA_BRw@@aAOkDRoBToAFgAxAuGJkB~@yBZkAZa@VOVFpApA^x@PnALNVGz@eBZWjBs@LQDY?y@IWeBqBoBuAM[A_@LeAGqBOgAUo@_@s@M{@@q@`@wCT_AAWm@y@cO_PsEkEyGcHqFeEaBiAq@Se@NaASeCYgDH{@H{@Tc@Ma@B}Dv@[Pg@rAIn@q@~AW`@UdAYf@]dAMrA?d@GXUd@Gd@o@n@g@r@Un@]jCi@jB?\F`@v@nAdBdEj@fBP|@HPf@KrAy@v@wAD]]a@s@YsA}@oAiAoA}A{@y@Uo@iBwCw@{AeCwDc@a@Ws@e@aCEgABO`A_BL_@j@yCBo@E[IKUG_AAaAOQDCLTvANdBAnBSXa@L{@@_@Mc@c@_@gAY_Ce@qBIMC[eBaD[aAUoA_@{@m@u@h@}AHq@HoDA}Bs@}FeBiFMw@F[HKL@hDxBLTVv@d@lC`BzDPtBd@jCz@vAZbB`@vAZp@XLNM?]Mm@]mEaA_Ei@mDIgBFaCa@qC?y@Dg@Tg@h@Wd@CX@`A\xAv@TBXKN]P{@VY`Am@TYVg@Pu@Tc@lAi@TYN_H`@gB^a@hDiAdBYb@@j@R~@l@TBv@GdA[~ACl@Zf@z@fArArAhAbCv@~@NvAOhAa@h@@b@VZ\vAx@jALzBt@h@FjDbCxEtA\GJKFWHoC?_BHc@LOz@Av@Bb@LbBL|BB,2,,,,,,
